;DMP_0.5;DMP_0.51;DMP_0.52;DMP_0.53;DMP_0.54;DMP_0.55;DMP_0.56;DMP_0.57;DMP_0.58;DMP_0.59;DMP_0.6;DMP_0.61;DMP_0.62;DMP_0.63;DMP_0.64;DMP_0.65;DMP_0.66;DMP_0.67;DMP_0.68;DMP_0.69;DMP_0.7;DMP_0.71;DMP_0.72;DMP_0.73;DMP_0.74;DMP_0.75;DMP_0.76;DMP_0.77;DMP_0.78;DMP_0.79;DMP_0.8;DMP_0.81;DMP_0.82;DMP_0.83;DMP_0.84;DMP_0.85;DMP_0.86;DMP_0.87;DMP_0.88;DMP_0.89;DMP_0.9;DMP_0.91;DMP_0.92;DMP_0.93;DMP_0.94;DMP_0.95;DMP_0.96;DMP_0.97;DMP_0.98
P_10;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,128;0,161224;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2
P_15;0,083493;0,091247;0,090265;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,115466;0,095725;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2
P_20;0,067747;0,064823;0,064506;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,066265;0,074024;0,066866;0,069628;0,069353;0,2;0,2;0,2;0,073613;0,07017;0,075397;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,075232;0,068605;0,077102;0,2;0,2;0,2;0,074024;0,080199;0,2;0,2;0,2;0,2
P_25;0,2;0,2;0,2;0,2;0,2;0,061588;0,056128;0,049293;0,054809;0,053974;0,056437;0,2;0,2;0,053974;0,056283;0,056993;0,060033;0,061712;0,056283;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,051262;0,056842;0,053184;0,055072;0,058362;0,062857;0,2;0,06252;0,062058;0,063636;0,2;0,2;0,2
P_30;0,042353;0,2;0,2;0,045514;0,2;0,043056;0,045514;0,042353;0,051823;0,2;0,045033;0,044643;0,049699;0,048033;0,044395;0,052652;0,047479;0,044889;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,049087;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2
P_35;0,037895;0,03812;0,039186;0,038875;0,041805;0,038875;0,038342;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,041627;0,040394;0,038342;0,2;0,2;0,2;0,2;0,2;0,2;0,041162;0,042791;0,04208;0,048247;0,042791;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,046809;0,039186;0,0399;0,041162;0,041627;0,045752
P_40;0,033333;0,2;0,034203;0,032727;0,035393;0,03812;0,037333;0,036512;0,037097;0,036757;0,033918;0,033333;0,035655;0,037097;0,2;0,032198;0,033033;0,035127;0,035393;0,035393;0,037097;0,038875;0,033918;0,033918;0,03812;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,035912;0,037895;0,039186;0,034857;0,033033;0,2;0,03866;0,037566;0,039186;0,037097;0,038875;0,036757;0,03812;0,0399;0,03812;0,040394;0,041162
P_45;0,035393;0,030263;0,032416;0,031875;0,03121;0,034203;0,031546;0,0299;0,02953;0,032727;0,0299;0,034203;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,030868;0,02953;0,037895;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,032198;0,03812;0,035655;0,033033;0,035393;0,034203;0,036757;0,030868;0,035127;0,032416;0,032198
P_50;0,030519;0,026316;0,028866;0,030263;0,029252;0,027437;0,027857;0,028866;0,028571;0,03121;0,029252;0,02953;0,030519;0,2;0,03121;0,032727;0,029252;0,030263;0,035655;0,02953;0,030519;0,031546;0,030868;0,2;0,034582;0,031546;0,028866;0,030868;0,0299;0,033333;0,029252;0,035912;0,030868;0,2;0,2;0,039186;0,0299;0,028169;0,0299;0,032416;0,034582;0,030263;0,0299;0,030868;0,033333;0,031546;0,037566;0,028866;0,030263
P_55;0,027437;0,028571;0,026316;0,2;0,2;0,025954;0,026316;0,025954;0,028571;0,025954;0,02439;0,026316;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,025197;0,025954;0,026766;0,0299;0,026316;0,032198;0,027857;0,031875;0,030263;0,028571;0,02953;0,0299;0,027857;0,031875;0,030519;0,025954;0,030519;0,026766;0,026766;0,032727;0,031875;0,0299;0,0299;0,026316;0,0299;0,028866;0,028571;0,027857;0,033033
P_60;0,0248;0,025581;0,0248;0,026316;0,028169;0,025954;0,026316;0,025954;0,025197;0,028866;0,023529;0,029252;0,026316;0,028169;0,0248;0,025581;0,023967;0,028571;0,0248;0,025197;0,028866;0,2;0,025581;0,025197;0,025954;0,023529;0,025581;0,026766;0,026316;0,025197;0,026766;0,025581;0,026766;0,027857;0,02439;0,028169;0,028866;0,026766;0,023967;0,03121;0,025197;0,026766;0,025954;0,03121;0,028866;0,028571;0,026766;0,025197;0,030519
P_65;0,02439;0,026316;0,023967;0,027106;0,023176;0,023967;0,02439;0,0248;0,025954;0,0248;0,027857;0,025581;0,025197;0,026316;0,0248;0,02439;0,0248;0,0248;0,026316;0,023529;0,023529;0,023967;0,0248;0,023529;0,027857;0,025581;0,025954;0,025197;0,0248;0,025581;0,025581;0,2;0,2;0,2;0,2;0,025197;0,0248;0,028866;0,023967;0,0248;0,0248;0,0299;0,02439;0,023176;0,025197;0,02439;0,027437;0,025197;0,025581
P_70;0,025954;0,023529;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,02439;0,028571;0,0248;0,023529;0,025197;0,022707;0,022222;0,021818;0,022707;0,023176;0,0248;0,021818;0,0248;0,022707;0,02439;0,025197;0,022222;0,023529;0,023967;0,025581;0,026316;0,2;0,2;0,2;0,2;0,2;0,2;0,022222;0,025197;0,022222;0,022222;0,025581;0,023529;0,023529;0,031546;0,02439;0,023967;0,022707;0,021395
P_75;0,2;0,2;0,2;0,2;0,2;0,0248;0,02439;0,020853;0,0199;0,022222;0,022707;0,023176;0,020853;0,020853;0,020388;0,02439;0,025197;0,0248;0,021818;0,027106;0,023176;0,021395;0,023176;0,021818;0,023176;0,023967;0,023529;0,0248;0,021818;0,023967;0,020388;0,029252;0,021395;0,025197;0,0248;0,023529;0,020388;0,021395;0,023529;0,0248;0,0248;0,2;0,2;0,2;0,2;0,2;0,023529;0,025197;0,020388
P_80;0,2;0,2;0,023176;0,020388;0,023176;0,021395;0,020388;0,021818;0,020853;0,021818;0,2;0,2;0,2;0,2;0,2;0,021818;0,020388;0,021818;0,021395;0,020388;0,022222;0,020853;0,019388;0,020388;0,023176;0,021395;0,023529;0,022222;0,025197;0,021395;0,021395;0,021395;0,020853;0,020388;0,023967;0,019388;0,020388;0,021395;0,021395;0,0199;0,020853;0,023176;0,023529;0,021395;0,021395;0,021395;0,021818;0,0248;0,020388
P_85;0,021818;0,020388;0,020853;0,021395;0,019388;0,020853;0,018848;0,021818;0,021395;0,0199;0,2;0,2;0,2;0,2;0,2;0,2;0,0199;0,020853;0,018378;0,019388;0,020388;0,0199;0,02439;0,019388;0,020388;0,019388;0,020853;0,022707;0,022222;0,022707;0,021395;0,020388;0,021818;0,019388;0,020388;0,020388;0,0248;0,022222;0,0199;0,023176;0,023967;0,022222;0,020388;0,021395;0,0299;0,020853;0,022222;0,020388;0,021395
P_90;0,021818;0,019388;0,020853;0,019388;0,022222;0,0199;0,022707;0,021395;0,019388;0,019388;0,018848;0,017778;0,0199;0,018848;0,023529;0,021395;0,018848;0,022707;0,020388;0,021395;0,021818;0,020853;0,019388;0,021395;0,2;0,2;0,0199;0,020853;0,023176;0,0199;0,018848;0,020388;0,0199;0,023529;0,020853;0,018848;0,020388;0,020388;0,021395;0,0199;0,021818;0,021395;0,021395;0,018378;0,0199;0,018848;0,018848;0,2;0,019388
P_95;0,017778;0,021818;0,02439;0,019388;0,0199;0,020388;0,0199;0,018378;0,017778;0,0199;0,019388;0,019388;0,0199;0,018848;0,018848;0,019388;0,021395;0,020853;0,018848;0,020853;0,018378;0,020388;0,018848;0,017241;0,019388;0,019388;0,018378;0,020388;0,022222;0,023176;0,018378;0,019388;0,020853;0,017241;0,021818;0,017778;0,0199;0,020853;0,020388;0,018378;0,019388;0,020388;0,021818;0,020388;0,02439;0,019388;0,0199;0,019388;0,019388
P_100;0,0199;0,018378;0,018378;0,021395;0,017778;0,021395;0,0199;0,019388;0,018378;0,019388;0,020853;0,018378;0,017241;0,018848;0,017241;0,017778;0,020388;0,017241;0,016667;0,0199;0,016667;0,019388;0,018378;0,0199;0,018378;0,018378;0,018378;0,016667;0,020388;0,018848;0,020853;0,021395;0,017778;0,019388;0,018848;0,018378;0,019388;0,017778;0,020388;0,019388;0,0199;0,020388;0,019388;0,019388;0,021395;0,023176;0,018848;0,019388;0,0199
P_105;0,016667;0,2;0,2;0,2;0,2;0,018848;0,018848;0,018848;0,020853;0,018378;0,020853;0,017778;0,017778;0,016667;0,0199;0,016667;0,017241;0,022222;0,017778;0,018378;0,021395;0,016049;0,017241;0,020388;0,018848;0,018378;0,018378;0,017778;0,019388;0,019388;0,017241;0,018378;0,019388;0,017241;0,021395;0,021395;0,02439;0,017778;0,018378;0,019388;0,019388;0,018848;0,017241;0,019388;0,017778;0,018848;0,018848;0,019388;0,018378
P_110;0,018378;0,018378;0,016667;0,0199;0,020388;0,017241;0,018378;0,020388;0,017241;0,017241;0,017778;0,021818;0,0199;0,020853;0,018378;0,017778;0,018848;0,017241;0,015385;0,018848;0,016049;0,2;0,2;0,2;0,2;0,2;0,016667;0,018378;0,018848;0,018378;0,0199;0,017778;0,018848;0,016667;0,018378;0,016049;0,020388;0,017778;0,2;0,2;0,2;0,018378;0,017778;0,018848;0,018378;0,018378;0,018378;0,019388;0,018378
P_115;0,018378;0,017241;0,018378;0,018848;0,016667;0,016049;0,016667;0,016667;0,018378;0,016049;0,018378;0,016049;0,017778;0,016667;0,016667;0,016667;0,017241;0,016667;0,016049;0,017241;0,016049;0,018378;0,018378;0,018378;0,017241;0,019388;0,019388;0,0199;0,016667;0,020388;0,016667;0,019388;0,019388;0,017241;0,017241;0,021395;0,018848;0,016667;0,016667;0,017778;0,016049;0,020388;0,016667;0,016667;0,019388;0,017778;0,015385;0,018848;0,016049
P_120;0,017241;0,014085;0,016667;0,017241;0,019388;0,2;0,017241;0,015385;0,019388;0,016667;0,015385;0,017241;0,017778;0,018378;0,016667;0,017778;0,016049;0,016667;0,018848;0,018378;0,016049;0,015385;0,017241;0,017241;0,016049;0,016049;0,018378;0,018378;0,016667;0,017241;0,017241;0,016667;0,019388;0,017241;0,017778;0,018378;0,019388;0,016049;0,017241;0,016049;0,014765;0,016667;0,017778;0,018848;0,016667;0,016667;0,016049;0,017241;0,016667
P_125;0,017241;0,017241;0,018378;0,018378;0,018378;0,016049;0,016667;0,017778;0,014765;0,017241;0,018378;0,016667;0,018378;0,017241;0,018378;0,016667;0,014765;0,017778;0,016667;0,016667;0,017778;0,018378;0,016667;0,014765;0,017241;0,016667;0,018848;0,014085;0,016049;0,016049;0,017778;0,017778;0,016049;0,021818;0,017241;0,016667;0,016667;0,019388;0,017241;0,018848;0,017778;0,016049;0,016049;0,019388;0,014765;0,017241;0,016667;0,017778;0,018378
P_130;0,018848;0,016049;0,016667;0,016049;0,016667;0,016667;0,016667;0,018378;0,015385;0,014765;0,016049;0,015385;0,017241;0,014765;0,014085;0,017778;0,018378;0,016667;0,015385;0,016049;0,014765;0,014765;0,016049;0,015385;0,017778;0,016667;0,016049;0,016667;0,015385;0,016049;0,014765;0,015385;0,016667;0,017241;0,015385;0,014765;0,016049;0,020388;0,015385;0,016667;0,016667;0,014765;0,018378;0,016667;0,0199;0,016667;0,015385;0,015385;0,016667
P_135;0,016667;0,017241;0,016049;0,014765;0,016049;0,016667;0,017241;0,015385;0,015385;0,015385;0,016667;0,019388;0,018378;0,016049;0,015385;0,014765;0,014765;0,016667;0,015385;0,017778;0,014765;0,017778;0,016667;0,017241;0,016667;0,016667;0,017241;0,014765;0,014085;0,016049;0,016049;0,017241;0,016667;0,016049;0,017241;0,014765;0,015385;0,016049;0,014765;0,017241;0,016049;0,015385;0,014765;0,019388;0,017778;0,016667;0,016049;0,015385;0,016049
P_140;0,014765;0,014085;0,015385;0,014765;0,016667;0,014085;0,015385;0,015385;0,016049;0,014765;0,014765;0,016049;0,015385;0,014765;0,016667;0,014765;0,016049;0,017778;0,017778;0,016667;0,014765;0,015385;0,016049;0,016667;0,016049;0,015385;0,015385;0,016049;0,017241;0,016049;0,016049;0,016667;0,018378;0,016667;0,013333;0,016049;0,014765;0,017241;0,019388;0,014765;0,017778;0,014765;0,014765;0,014765;0,015385;0,014765;0,015385;0,016049;0,016049
P_145;0,014085;0,017241;0,017778;0,017778;0,016667;0,016049;0,014765;0,016049;0,018378;0,015385;0,2;0,2;0,014765;0,014765;0,016049;0,014765;0,016667;0,018848;0,014765;0,017241;0,014765;0,017241;0,016667;0,016049;0,016049;0,016049;0,017778;0,016049;0,014085;0,015385;0,015385;0,2;0,2;0,2;0,014085;0,014765;0,016667;0,014765;0,015385;0,015385;0,018848;0,014765;0,014765;0,015385;0,014085;0,018378;0,014765;0,015385;0,017778
P_150;0,017241;0,013333;0,017241;0,017778;0,014765;0,015385;0,015385;0,013333;0,016049;0,014765;0,015385;0,017241;0,014765;0,014765;0,014085;0,015385;0,014765;0,014765;0,015385;0,014085;0,014085;0,015385;0,016049;0,014765;0,015385;0,016049;0,016049;0,016049;0,014765;0,015385;0,014765;0,016049;0,014765;0,015385;0,016049;0,014765;0,014085;0,015385;0,018848;0,015385;0,016049;0,012598;0,015385;0,014765;0,014085;0,015385;0,016667;0,014085;0,016049
P_155;0,017241;0,014085;0,015385;0,016667;0,018848;0,014765;0,014085;0,014085;0,013333;0,015385;0,014765;0,014085;0,016049;0,014765;0,014085;0,014765;0,015385;0,016667;0,016049;0,015385;0,015385;0,014085;0,014765;0,012598;0,016667;0,014765;0,016049;0,014765;0,015385;0,014765;0,013333;0,013333;0,014765;0,016049;0,014085;0,015385;0,014765;0,014765;0,016049;0,017241;0,014085;0,015385;0,013333;0,015385;0,014085;0,017778;0,014085;0,016049;0,015385
P_160;0,015385;0,016667;0,012598;0,014765;0,015385;0,014085;0,014765;0,013333;0,2;0,015385;0,016667;0,014765;0,013333;0,015385;0,015385;0,017778;0,014765;0,016049;0,012598;0,014765;0,015385;0,014085;0,014765;0,015385;0,015385;0,013333;0,013333;0,016667;0,016667;0,015385;0,014765;0,015385;0,015385;0,014085;0,014085;0,014765;0,015385;0,017778;0,015385;0,014085;0,016049;0,018378;0,014085;0,017241;0,016049;0,012598;0,014085;0,015385;0,014085
P_165;0,014085;0,015385;0,013333;0,015385;0,017241;0,014085;0,015385;0,013333;0,015385;0,014085;0,014085;0,012598;0,014765;0,014085;0,016049;0,014085;0,015385;0,012598;0,016049;0,015385;0,014085;0,016049;0,014085;0,016667;0,014085;0,016667;0,015385;0,014085;0,014765;0,017778;0,014765;0,016667;0,013333;0,013333;0,015385;0,014085;0,015385;0,016049;0,014085;0,015385;0,016049;0,014765;0,016667;0,015385;0,016667;0,016049;0,016049;0,013333;0,2
P_170;0,014085;0,015385;0,014765;0,014765;0,014765;0,013333;0,015385;0,015385;0,014085;0,014765;0,014765;0,017241;0,016667;0,013333;0,016667;0,016049;0,013333;0,016049;0,013333;0,015385;0,013333;0,014765;0,014765;0,013333;0,013333;0,015385;0,016049;0,015385;0,014085;0,015385;0,014765;0,2;0,2;0,2;0,014765;0,015385;0,014765;0,013333;0,014085;0,014085;0,016667;0,013333;0,012598;0,016049;0,015385;0,014765;0,014765;0,013333;0,016049
P_175;0,016049;0,013333;0,011765;0,014085;0,015385;0,013333;0,014085;0,2;0,014765;0,014085;0,014085;0,014765;0,013333;0,014765;0,016667;0,015385;0,014085;0,014085;0,014085;0,015385;0,015385;0,016049;0,014765;0,015385;0,013333;0,015385;0,013333;0,012598;0,014765;0,013333;0,014085;0,014085;0,014085;0,013333;0,014085;0,015385;0,014085;0,014085;0,014765;0,014765;0,016049;0,014765;0,012598;0,014085;0,014765;0,015385;0,014765;0,016049;0,015385
P_180;0,015385;0,014085;0,014085;0,013333;0,012598;0,016049;0,013333;0,015385;0,014085;0,014085;0,014085;0,014765;0,014085;0,016667;0,014085;0,014085;0,012598;0,015385;0,015385;0,014765;0,014085;0,014765;0,014765;0,014085;0,014085;0,014085;0,015385;0,012598;0,014765;0,014085;0,013333;0,013333;0,014085;0,012598;0,012598;0,014085;0,013333;0,014765;0,013333;0,013333;0,015385;0,012598;0,014085;0,014765;0,012598;0,015385;0,015385;0,013333;0,014085
P_185;0,014765;0,014765;0,014765;0,013333;0,013333;0,014765;0,014765;0,014765;0,013333;0,016049;0,017778;0,013333;0,013333;0,013333;0,013333;0,012598;0,014085;0,014085;0,016049;0,015385;0,014085;0,014085;0,012598;0,012598;0,014765;0,012598;0,013333;0,014085;0,014085;0,014765;0,013333;0,013333;0,014085;0,014765;0,015385;0,015385;0,013333;0,014085;0,014765;0,014085;0,014085;0,014085;0,014765;0,014085;0,013333;0,014765;0,014765;0,013333;0,016667
P_190;0,014765;0,014085;0,012598;0,015385;0,014765;0,014085;0,014085;0,013333;0,013333;0,014085;0,012598;0,014085;0,014765;0,014765;0,014085;0,016049;0,012598;0,014085;0,012598;0,014085;0,016667;0,012598;0,014765;0,013333;0,013333;0,013333;0,011765;0,015385;0,013333;0,013333;0,016049;0,014765;0,015385;0,013333;0,013333;0,014085;0,014765;0,014085;0,014765;0,014085;0,013333;0,012598;0,012598;0,014765;0,013333;0,013333;0,014765;0,014085;0,012598
P_195;0,014085;0,014085;0,013333;0,014085;0,012598;0,013333;0,014085;0,015385;0,014085;0,015385;0,014765;0,011765;0,013333;0,014085;0,014085;0,013333;0,013333;0,014765;0,014765;0,011765;0,014765;0,013333;0,012598;0,014085;0,012598;0,012598;0,011765;0,015385;0,012598;0,013333;0,014765;0,012598;0,013333;0,014085;0,016049;0,014085;0,012598;0,013333;0,011765;0,014085;0,014085;0,016049;0,013333;0,012598;0,014085;0,012598;0,014765;0,013333;0,011765
P_200;0,013333;0,014765;0,011765;0,013333;0,013333;0,014765;0,012598;0,012598;0,012598;0,013333;0,015385;0,012598;0,2;0,2;0,012598;0,012598;0,013333;0,013333;0,013333;0,015385;0,013333;0,014765;0,015385;0,011765;0,012598;0,012598;0,012598;0,013333;0,011765;0,014765;0,014085;0,011765;0,013333;0,013333;0,014085;0,014085;0,013333;0,012598;0,014085;0,013333;0,013333;0,014085;0,011765;0,014765;0,013333;0,014765;0,014085;0,012598;0,011765
P_205;0,013333;0,012598;0,014765;0,012598;0,014085;0,012598;0,012598;0,012598;0,013333;0,013333;0,012598;0,012598;0,012598;0,014085;0,014085;0,013333;0,012598;0,012598;0,012598;0,012598;0,011765;0,014085;0,014765;0,013333;0,013333;0,014085;0,014765;0,014085;0,014085;0,015385;0,013333;0,013333;0,012598;0,013333;0,014765;0,016667;0,013333;0,011765;0,012598;0,012598;0,013333;0,014765;0,012598;0,013333;0,011765;0,012598;0,012598;0,012598;0,015385
P_210;0,013333;0,014765;0,2;0,2;0,015385;0,013333;0,012598;0,014085;0,013333;0,014085;0,014765;0,012598;0,014085;0,013333;0,013333;0,012598;0,013333;0,013333;0,011765;0,014085;0,014085;0,013333;0,014085;0,015385;0,011765;0,014765;0,016049;0,012598;0,013333;0,014765;0,013333;0,015385;0,015385;0,014765;0,013333;0,014085;0,013333;0,011765;0,013333;0,013333;0,013333;0,014085;0,013333;0,012598;0,014085;0,013333;0,013333;0,012598;0,014765
P_215;0,013333;0,014085;0,012598;0,012598;0,015385;0,013333;0,014085;0,013333;0,012598;0,014765;0,011765;0,011765;0,013333;0,011765;0,012598;0,010811;0,012598;0,014085;0,013333;0,014085;0,014765;0,014085;0,012598;0,013333;0,013333;0,013333;0,010811;0,013333;0,014085;0,013333;0,014085;0,011765;0,013333;0,017778;0,015385;0,015385;0,014085;0,014765;0,012598;0,012598;0,014085;0,013333;0,014085;0,013333;0,010811;0,014085;0,013333;0,012598;0,013333
P_220;0,014085;0,013333;0,012598;0,013333;0,012598;0,012598;0,011765;0,012598;0,012598;0,014765;0,012598;0,012598;0,012598;0,012598;0,014085;0,016667;0,013333;0,011765;0,013333;0,011765;0,011765;0,012598;0,012598;0,013333;0,014085;0,014765;0,013333;0,013333;0,014085;0,012598;0,014085;0,013333;0,014765;0,012598;0,011765;0,011765;0,012598;0,013333;0,012598;0,015385;0,014085;0,013333;0,012598;0,014085;0,013333;0,013333;0,014085;0,014765;0,013333
P_225;0,011765;0,012598;0,012598;0,013333;0,012598;0,015385;0,013333;0,011765;0,012598;0,013333;0,012598;0,012598;0,011765;0,012598;0,014085;0,012598;0,014085;0,010811;0,012598;0,013333;0,013333;0,014765;0,014085;0,011765;0,013333;0,011765;0,013333;0,011765;0,012598;0,011765;0,012598;0,011765;0,012598;0,011765;0,012598;0,011765;0,012598;0,012598;0,014765;0,012598;0,014085;0,011765;0,011765;0,012598;0,012598;0,012598;0,011765;0,012598;0,012598
P_230;0,012598;0,013333;0,011765;0,014085;0,016667;0,012598;0,012598;0,013333;0,013333;0,012598;0,011765;0,012598;0,013333;0,011765;0,012598;0,014085;0,011765;0,011765;0,011765;0,014085;0,013333;0,011765;0,012598;0,012598;0,012598;0,014085;0,013333;0,012598;0,012598;0,010811;0,011765;0,013333;0,013333;0,011765;0,013333;0,012598;0,012598;0,011765;0,011765;0,014765;0,012598;0,013333;0,012598;0,013333;0,010811;0,010811;0,014765;0,013333;0,015385
P_235;0,013333;0,013333;0,014085;0,012598;0,012598;0,014085;0,012598;0,013333;0,011765;0,011765;0,010811;0,013333;0,012598;0,011765;0,014085;0,011765;0,012598;0,012598;0,012598;0,011765;0,014085;0,013333;0,012598;0,011765;0,013333;0,012598;0,013333;0,015385;0,013333;0,015385;0,012598;0,011765;0,012598;0,014085;0,012598;0,012598;0,011765;0,011765;0,014085;0,014765;0,013333;0,011765;0,012598;0,013333;0,012598;0,013333;0,011765;0,011765;0,012598
P_240;0,012598;0,009901;0,011765;0,012598;0,012598;0,012598;0,012598;0,011765;0,011765;0,014765;0,013333;0,013333;0,012598;0,011765;0,012598;0,012598;0,011765;0,011765;0,012598;0,012598;0,012598;0,012598;0,013333;0,011765;0,011765;0,011765;0,012598;0,011765;0,010811;0,012598;0,013333;0,011765;0,011765;0,011765;0,012598;0,014085;0,013333;0,011765;0,012598;0,013333;0,013333;0,013333;0,010811;0,012598;0,011765;0,013333;0,011765;0,013333;0,011765
P_245;0,013333;0,012598;0,009901;0,011765;0,012598;0,012598;0,011765;0,011765;0,014765;0,012598;0,012598;0,011765;0,010811;0,012598;0,012598;0,011765;0,011765;0,012598;0,014085;0,011765;0,014765;0,013333;0,010811;0,013333;0,011765;0,011765;0,013333;0,013333;0,012598;0,012598;0,013333;0,013333;0,010811;0,010811;0,013333;0,011765;0,013333;0,011765;0,012598;0,013333;0,012598;0,013333;0,012598;0,013333;0,012598;0,012598;0,012598;0,012598;0,014765
P_250;0,012598;0,014765;0,014085;0,010811;0,015385;0,011765;0,011765;0,012598;0,013333;0,011765;0,012598;0,011765;0,010811;0,011765;0,011765;0,014765;0,014085;0,012598;0,011765;0,016049;0,013333;0,011765;0,012598;0,013333;0,012598;0,012598;0,011765;0,014085;0,011765;0,010811;0,011765;0,014085;0,013333;0,011765;0,011765;0,011765;0,011765;0,011765;0,011765;0,014085;0,012598;0,014085;0,011765;0,012598;0,012598;0,014085;0,010811;0,012598;0,011765
P_255;0,012598;0,012598;0,010811;0,013333;0,013333;0,010811;0,011765;0,012598;0,010811;0,013333;0,012598;0,010811;0,012598;0,011765;0,011765;0,010811;0,011765;0,013333;0,012598;0,014085;0,011765;0,010811;0,010811;0,012598;0,012598;0,014765;0,012598;0,011765;0,010811;0,012598;0,013333;0,011765;0,013333;0,012598;0,011765;0,010811;0,012598;0,014085;0,012598;0,012598;0,012598;0,012598;0,012598;0,011765;0,013333;0,011765;0,010811;0,012598;0,010811
P_260;0,010811;0,012598;0,011765;0,011765;0,012598;0,012598;0,011765;0,014085;0,012598;0,011765;0,011765;0,011765;0,011765;0,013333;0,012598;0,011765;0,012598;0,011765;0,012598;0,010811;0,013333;0,013333;0,012598;0,012598;0,010811;0,012598;0,011765;0,010811;0,014085;0,012598;0,013333;0,2;0,011765;0,012598;0,012598;0,010811;0,011765;0,014765;0,012598;0,010811;0,013333;0,010811;0,013333;0,013333;0,012598;0,010811;0,011765;0,012598;0,011765
P_265;0,011765;0,011765;0,012598;0,009901;0,011765;0,013333;0,012598;0,012598;0,010811;0,012598;0,011765;0,011765;0,010811;0,011765;0,012598;0,013333;0,012598;0,012598;0,011765;0,012598;0,014085;0,011765;0,012598;0,011765;0,011765;0,011765;0,012598;0,011765;0,010811;0,011765;0,012598;0,011765;0,011765;0,011765;0,012598;0,011765;0,011765;0,014085;0,011765;0,010811;0,012598;0,010811;0,013333;0,012598;0,011765;0,012598;0,011765;0,014765;0,013333
